COLORS,PRODUCTS,REGIONS,time,unit_retail,unit_cost,units_sold,units_returned,income_$,return_$
Blue,Paper,Southern,8,9.46,6.35,6125,2892,57942.5,27358.32
Blue,Paper,Southern,9,9.46,6.35,6094,1218,57649.24,11522.28
Blue,Paper,Southern,10,9.46,6.35,5634,107,53297.64,1012.22
Blue,Paper,Southern,11,9.46,6.35,2147,226,20310.62,2137.96
Blue,Paper,Southern,12,9.46,6.35,2347,1559,22202.62,14748.14
Yellow,Paper,Southern,1,7.33,6.54,1706,695,12504.98,5094.35
Yellow,Paper,Southern,2,7.33,6.54,6485,4277,47535.05,31350.41
Yellow,Paper,Southern,3,7.33,6.54,6373,5146,46714.09,37720.18
Yellow,Paper,Southern,4,7.33,6.54,1774,516,13003.42,3782.28
Yellow,Paper,Southern,5,7.33,6.54,817,154,5988.61,1128.82
Yellow,Paper,Southern,6,7.33,6.54,839,288,6149.87,2111.04
Yellow,Paper,Southern,7,7.33,6.54,8782,8373,64372.06,61374.09
Yellow,Paper,Southern,8,7.33,6.54,4403,3117,32273.99,22847.61
Yellow,Paper,Southern,9,7.33,6.54,6095,409,44676.35,2997.97
Yellow,Paper,Southern,10,7.33,6.54,3095,1799,22686.35,13186.67
Yellow,Paper,Southern,11,7.33,6.54,9958,3248,72992.14,23807.84
Yellow,Paper,Southern,12,7.33,6.54,1860,698,13633.8,5116.34
Green,Paper,Southern,1,5.3,3.84,9700,4554,51410.0,24136.2
Green,Paper,Southern,2,5.3,3.84,8319,2511,44090.7,13308.3
Green,Paper,Southern,3,5.3,3.84,1786,575,9465.8,3047.5
Green,Paper,Southern,4,5.3,3.84,6540,405,34662.0,2146.5
Green,Paper,Southern,5,5.3,3.84,8327,138,44133.1,731.4
Green,Paper,Southern,6,5.3,3.84,2182,1080,11564.6,5724.0
Green,Paper,Southern,7,5.3,3.84,4756,680,25206.8,3604.0
Green,Paper,Southern,8,5.3,3.84,4775,2773,25307.5,14696.9
Green,Paper,Southern,9,5.3,3.84,2380,1992,12614.0,10557.6
Green,Paper,Southern,10,5.3,3.84,369,282,1955.7,1494.6
Green,Paper,Southern,11,5.3,3.84,1808,499,9582.4,2644.7
Green,Paper,Southern,12,5.3,3.84,3531,1817,18714.3,9630.1
Red,Knick-knacks,Southern,1,5.46,5.09,9622,8016,52536.12,43767.36
Red,Knick-knacks,Southern,2,5.46,5.09,8443,1931,46098.78,10543.26
Red,Knick-knacks,Southern,3,5.46,5.09,9366,7390,51138.36,40349.4
Red,Knick-knacks,Southern,4,5.46,5.09,9414,4888,51400.44,26688.48
Red,Knick-knacks,Southern,5,5.46,5.09,1494,702,8157.24,3832.92
Red,Knick-knacks,Southern,6,5.46,5.09,9598,229,52405.08,1250.34
Red,Knick-knacks,Southern,7,5.46,5.09,6580,689,35926.8,3761.94
Red,Knick-knacks,Southern,8,5.46,5.09,2509,96,13699.14,524.16
Red,Knick-knacks,Southern,9,5.46,5.09,4028,1270,21992.88,6934.2
Red,Knick-knacks,Southern,10,5.46,5.09,3377,682,18438.42,3723.72
Red,Knick-knacks,Southern,11,5.46,5.09,7647,2058,41752.62,11236.68
Red,Knick-knacks,Southern,12,5.46,5.09,9365,1778,51132.9,9707.88
Blue,Knick-knacks,Southern,1,6.57,2.62,5866,2253,38539.62,14802.21
Blue,Knick-knacks,Southern,2,6.57,2.62,2862,160,18803.34,1051.2
Blue,Knick-knacks,Southern,3,6.57,2.62,4544,1233,29854.08,8100.81
Blue,Knick-knacks,Southern,4,6.57,2.62,3275,2877,21516.75,18901.89
Blue,Knick-knacks,Southern,5,6.57,2.62,8954,6769,58827.78,44472.33
Blue,Knick-knacks,Southern,6,6.57,2.62,8285,4229,54432.45,27784.53
Blue,Knick-knacks,Southern,7,6.57,2.62,5121,2861,33644.97,18796.77
Blue,Knick-knacks,Southern,8,6.57,2.62,7539,3756,49531.23,24676.92
Blue,Knick-knacks,Southern,9,6.57,2.62,7334,5829,48184.38,38296.53
Blue,Knick-knacks,Southern,10,6.57,2.62,8855,3595,58177.35,23619.15
Blue,Knick-knacks,Southern,11,6.57,2.62,9827,11,64563.39,72.27
Blue,Knick-knacks,Southern,12,6.57,2.62,8150,5259,53545.5,34551.63
Yellow,Knick-knacks,Southern,1,5.52,2.69,7160,5097,39523.2,28135.44
Yellow,Knick-knacks,Southern,2,5.52,2.69,8232,2822,45440.64,15577.44
Yellow,Knick-knacks,Southern,3,5.52,2.69,4674,2277,25800.48,12569.04
Yellow,Knick-knacks,Southern,4,5.52,2.69,9842,1870,54327.84,10322.4
Yellow,Knick-knacks,Southern,5,5.52,2.69,628,2,3466.56,11.04
Yellow,Knick-knacks,Southern,6,5.52,2.69,5728,816,31618.56,4504.32
Yellow,Knick-knacks,Southern,7,5.52,2.69,4646,448,25645.92,2472.96
Yellow,Knick-knacks,Southern,8,5.52,2.69,362,324,1998.24,1788.48
Yellow,Knick-knacks,Southern,9,5.52,2.69,1444,293,7970.88,1617.36
Yellow,Knick-knacks,Southern,10,5.52,2.69,7140,724,39412.8,3996.48
Yellow,Knick-knacks,Southern,11,5.52,2.69,1891,1367,10438.32,7545.84
Yellow,Knick-knacks,Southern,12,5.52,2.69,1428,49,7882.56,270.48
Green,Knick-knacks,Southern,1,6.61,1.03,261,34,1725.21,224.74
Green,Knick-knacks,Southern,2,6.61,1.03,7002,4932,46283.22,32600.52
Green,Knick-knacks,Southern,3,6.61,1.03,2131,337,14085.91,2227.57
Green,Knick-knacks,Southern,4,6.61,1.03,9514,9263,62887.54,61228.43
Green,Knick-knacks,Southern,5,6.61,1.03,335,88,2214.35,581.68
Green,Knick-knacks,Southern,6,6.61,1.03,2079,1548,13742.19,10232.28
Green,Knick-knacks,Southern,7,6.61,1.03,109,16,720.49,105.76
Green,Knick-knacks,Southern,8,6.61,1.03,4965,2015,32818.65,13319.15
Green,Knick-knacks,Southern,9,6.61,1.03,3051,2900,20167.11,19169.0
Green,Knick-knacks,Southern,10,6.61,1.03,4259,2163,28151.99,14297.43
Green,Knick-knacks,Southern,11,6.61,1.03,5491,10,36295.51,66.1
Green,Knick-knacks,Southern,12,6.61,1.03,817,532,5400.37,3516.52
Red,Tape Dispensers,Eastern,1,5.45,4.56,8556,907,46630.2,4943.15
Red,Tape Dispensers,Eastern,2,5.45,4.56,7844,1201,42749.8,6545.45
Red,Tape Dispensers,Eastern,3,5.45,4.56,3231,1101,17608.95,6000.45
Red,Tape Dispensers,Eastern,4,5.45,4.56,4968,3927,27075.6,21402.15
Red,Tape Dispensers,Eastern,5,5.45,4.56,7530,132,41038.5,719.4
Red,Tape Dispensers,Eastern,6,5.45,4.56,8696,815,47393.2,4441.75
Red,Tape Dispensers,Eastern,7,5.45,4.56,9099,5409,49589.55,29479.05
Red,Tape Dispensers,Eastern,8,5.45,4.56,839,707,4572.55,3853.15
Red,Tape Dispensers,Eastern,9,5.45,4.56,8257,125,45000.65,681.25
Red,Tape Dispensers,Eastern,10,5.45,4.56,7085,2235,38613.25,12180.75
Red,Tape Dispensers,Eastern,11,5.45,4.56,2738,368,14922.1,2005.6
Red,Tape Dispensers,Eastern,12,5.45,4.56,6375,2693,34743.75,14676.85
Blue,Tape Dispensers,Eastern,1,5.43,4.8,7870,5827,42734.1,31640.61
Blue,Tape Dispensers,Eastern,2,5.43,4.8,5132,3172,27866.76,17223.96
Blue,Tape Dispensers,Eastern,3,5.43,4.8,9208,7051,49999.44,38286.93
Blue,Tape Dispensers,Eastern,4,5.43,4.8,6956,5732,37771.08,31124.76
Blue,Tape Dispensers,Eastern,5,5.43,4.8,9175,7529,49820.25,40882.47
Blue,Tape Dispensers,Eastern,6,5.43,4.8,2062,1477,11196.66,8020.11
Blue,Tape Dispensers,Eastern,7,5.43,4.8,6311,4981,34268.73,27046.83
Blue,Tape Dispensers,Eastern,8,5.43,4.8,5509,4762,29913.87,25857.66
Blue,Tape Dispensers,Eastern,9,5.43,4.8,1151,168,6249.93,912.24
Blue,Tape Dispensers,Eastern,10,5.43,4.8,73,27,396.39,146.61
Blue,Tape Dispensers,Eastern,11,5.43,4.8,6911,2711,37526.73,14720.73
Blue,Tape Dispensers,Eastern,12,5.43,4.8,2662,659,14454.66,3578.37
Yellow,Tape Dispensers,Eastern,1,9.79,3.44,4886,3370,47833.94,32992.3
Yellow,Tape Dispensers,Eastern,2,9.79,3.44,1853,531,18140.87,5198.49
Yellow,Tape Dispensers,Eastern,3,9.79,3.44,6493,6006,63566.47,58798.74
Yellow,Tape Dispensers,Eastern,4,9.79,3.44,4889,4051,47863.31,39659.29
Yellow,Tape Dispensers,Eastern,5,9.79,3.44,6862,4580,67178.98,44838.2
Yellow,Tape Dispensers,Eastern,6,9.79,3.44,2575,1376,25209.25,13471.04
Yellow,Tape Dispensers,Eastern,7,9.79,3.44,6733,5092,65916.07,49850.68
Yellow,Tape Dispensers,Eastern,8,9.79,3.44,2109,307,20647.11,3005.53
Yellow,Tape Dispensers,Eastern,9,9.79,3.44,8161,2926,79896.19,28645.54
Yellow,Tape Dispensers,Eastern,10,9.79,3.44,707,50,6921.53,489.5
Yellow,Tape Dispensers,Eastern,11,9.79,3.44,5968,777,58426.72,7606.83
Yellow,Tape Dispensers,Eastern,12,9.79,3.44,1723,1125,16868.17,11013.75
Green,Tape Dispensers,Eastern,1,9.4,4.4,5394,490,50703.6,4606.0
Green,Tape Dispensers,Eastern,2,9.4,4.4,5429,781,51032.6,7341.4
Green,Tape Dispensers,Eastern,3,9.4,4.4,7867,614,73949.8,5771.6
Green,Tape Dispensers,Eastern,4,9.4,4.4,7420,4428,69748.0,41623.2
Green,Tape Dispensers,Eastern,5,9.4,4.4,2173,1960,20426.2,18424.0
Green,Tape Dispensers,Eastern,6,9.4,4.4,1541,416,14485.4,3910.4
Green,Tape Dispensers,Eastern,7,9.4,4.4,3342,881,31414.8,8281.4
Green,Tape Dispensers,Eastern,8,9.4,4.4,9458,1023,88905.2,9616.2
Green,Tape Dispensers,Eastern,9,9.4,4.4,323,322,3036.2,3026.8
Green,Tape Dispensers,Eastern,10,9.4,4.4,9143,4843,85944.2,45524.2
Green,Tape Dispensers,Eastern,11,9.4,4.4,7093,6753,66674.2,63478.2
Green,Tape Dispensers,Eastern,12,9.4,4.4,9613,5201,90362.2,48889.4
Red,Staplers,Eastern,1,5.21,4.36,7956,1001,41450.76,5215.21
Red,Staplers,Eastern,2,5.21,4.36,2857,1235,14884.97,6434.35
Red,Staplers,Eastern,3,5.21,4.36,2887,2447,15041.27,12748.87
Red,Staplers,Eastern,4,5.21,4.36,1043,748,5434.03,3897.08
Red,Staplers,Eastern,5,5.21,4.36,8965,2256,46707.65,11753.76
Red,Staplers,Eastern,6,5.21,4.36,2383,245,12415.43,1276.45
Red,Staplers,Eastern,7,5.21,4.36,4577,2269,23846.17,11821.49
Red,Staplers,Eastern,8,5.21,4.36,7345,697,38267.45,3631.37
Red,Staplers,Eastern,9,5.21,4.36,3004,1847,15650.84,9622.87
Red,Staplers,Eastern,10,5.21,4.36,5812,3522,30280.52,18349.62
Red,Staplers,Eastern,11,5.21,4.36,1624,1033,8461.04,5381.93
Red,Staplers,Eastern,12,5.21,4.36,7737,5945,40309.77,30973.45
Blue,Staplers,Eastern,1,6.62,1.46,2575,389,17046.5,2575.18
Blue,Staplers,Eastern,2,6.62,1.46,9993,6985,66153.66,46240.7
Blue,Staplers,Eastern,3,6.62,1.46,6430,5159,42566.6,34152.58
Blue,Staplers,Eastern,4,6.62,1.46,5004,2060,33126.48,13637.2
Blue,Staplers,Eastern,5,6.62,1.46,8532,1941,56481.84,12849.42
Blue,Staplers,Eastern,6,6.62,1.46,460,234,3045.2,1549.08
Blue,Staplers,Eastern,7,6.62,1.46,6640,6127,43956.8,40560.74
Blue,Staplers,Eastern,8,6.62,1.46,1774,1269,11743.88,8400.78
Blue,Staplers,Eastern,9,6.62,1.46,8565,2665,56700.3,17642.3
Blue,Staplers,Eastern,10,6.62,1.46,6781,4202,44890.22,27817.24
Blue,Staplers,Eastern,11,6.62,1.46,1561,1094,10333.82,7242.28
Blue,Staplers,Eastern,12,6.62,1.46,5523,2845,36562.26,18833.9
Yellow,Staplers,Eastern,1,7.17,2.65,8075,6611,57897.75,47400.87
Yellow,Staplers,Eastern,2,7.17,2.65,1486,1006,10654.62,7213.02
Yellow,Staplers,Eastern,3,7.17,2.65,7584,1985,54377.28,14232.45
Yellow,Staplers,Eastern,4,7.17,2.65,6139,4407,44016.63,31598.19
Yellow,Staplers,Eastern,5,7.17,2.65,2396,533,17179.32,3821.61
Yellow,Staplers,Eastern,6,7.17,2.65,4643,1495,33290.31,10719.15
Yellow,Staplers,Eastern,7,7.17,2.65,821,680,5886.57,4875.6
Yellow,Staplers,Eastern,8,7.17,2.65,194,138,1390.98,989.46
Yellow,Staplers,Eastern,9,7.17,2.65,7296,1605,52312.32,11507.85
Yellow,Staplers,Eastern,10,7.17,2.65,3776,1388,27073.92,9951.96
Yellow,Staplers,Eastern,11,7.17,2.65,6070,4442,43521.9,31849.14
Yellow,Staplers,Eastern,12,7.17,2.65,247,133,1770.99,953.61
Green,Staplers,Eastern,1,5.58,3.08,1912,1398,10668.96,7800.84
Green,Staplers,Eastern,2,5.58,3.08,6191,830,34545.78,4631.4
Green,Staplers,Eastern,3,5.58,3.08,1536,970,8570.88,5412.6
Green,Staplers,Eastern,4,5.58,3.08,9723,2105,54254.34,11745.9
Green,Staplers,Eastern,5,5.58,3.08,4581,1818,25561.98,10144.44
Green,Staplers,Eastern,6,5.58,3.08,9786,8038,54605.88,44852.04
Green,Staplers,Eastern,7,5.58,3.08,1952,676,10892.16,3772.08
Green,Staplers,Eastern,8,5.58,3.08,235,109,1311.3,608.22
Green,Staplers,Eastern,9,5.58,3.08,8475,6194,47290.5,34562.52
Green,Staplers,Eastern,10,5.58,3.08,8400,3045,46872.0,16991.1
Green,Staplers,Eastern,11,5.58,3.08,2130,1158,11885.4,6461.64
Green,Staplers,Eastern,12,5.58,3.08,2711,1136,15127.38,6338.88
Red,Erasers,Eastern,1,5.75,2.91,8287,6366,47650.25,36604.5
Red,Erasers,Eastern,2,5.75,2.91,8518,6463,48978.5,37162.25
Red,Erasers,Eastern,3,5.75,2.91,266,197,1529.5,1132.75
Red,Erasers,Eastern,4,5.75,2.91,2433,1011,13989.75,5813.25
Red,Erasers,Eastern,5,5.75,2.91,3221,966,18520.75,5554.5
Red,Erasers,Eastern,6,5.75,2.91,6169,4842,35471.75,27841.5
Red,Erasers,Eastern,7,5.75,2.91,695,359,3996.25,2064.25
Red,Erasers,Eastern,8,5.75,2.91,5670,2329,32602.5,13391.75
Red,Erasers,Eastern,9,5.75,2.91,930,898,5347.5,5163.5
Red,Erasers,Eastern,10,5.75,2.91,266,252,1529.5,1449.0
Red,Erasers,Eastern,11,5.75,2.91,7526,2571,43274.5,14783.25
Red,Erasers,Eastern,12,5.75,2.91,5219,3003,30009.25,17267.25
Blue,Erasers,Eastern,1,6.43,5.91,2626,834,16885.18,5362.62
Blue,Erasers,Eastern,2,6.43,5.91,7925,6713,50957.75,43164.59
Blue,Erasers,Eastern,3,6.43,5.91,7268,1356,46733.24,8719.08
Blue,Erasers,Eastern,4,6.43,5.91,3554,3143,22852.22,20209.49
Blue,Erasers,Eastern,5,6.43,5.91,4983,2253,32040.69,14486.79
Blue,Erasers,Eastern,6,6.43,5.91,8116,3835,52185.88,24659.05
Blue,Erasers,Eastern,7,6.43,5.91,2727,2009,17534.61,12917.87
Blue,Erasers,Eastern,8,6.43,5.91,765,627,4918.95,4031.61
Blue,Erasers,Eastern,9,6.43,5.91,7423,1670,47729.89,10738.1
Blue,Erasers,Eastern,10,6.43,5.91,3670,754,23598.1,4848.22
Blue,Erasers,Eastern,11,6.43,5.91,2347,622,15091.21,3999.46
Blue,Erasers,Eastern,12,6.43,5.91,2148,333,13811.64,2141.19
Yellow,Erasers,Eastern,1,7.02,5.45,9248,8077,64920.96,56700.54
Yellow,Erasers,Eastern,2,7.02,5.45,8745,736,61389.9,5166.72
Yellow,Erasers,Eastern,3,7.02,5.45,4769,1121,33478.38,7869.42
Yellow,Erasers,Eastern,4,7.02,5.45,9398,9195,65973.96,64548.9
Yellow,Erasers,Eastern,5,7.02,5.45,8966,1187,62941.32,8332.74
Yellow,Erasers,Eastern,6,7.02,5.45,2858,964,20063.16,6767.28
Yellow,Erasers,Eastern,7,7.02,5.45,7897,6543,55436.94,45931.86
Yellow,Erasers,Eastern,8,7.02,5.45,9422,2517,66142.44,17669.34
Yellow,Erasers,Eastern,9,7.02,5.45,7496,4278,52621.92,30031.56
Yellow,Erasers,Eastern,10,7.02,5.45,3979,3330,27932.58,23376.6
Yellow,Erasers,Eastern,11,7.02,5.45,9883,1878,69378.66,13183.56
Yellow,Erasers,Eastern,12,7.02,5.45,1275,887,8950.5,6226.74
Green,Erasers,Eastern,1,5.73,2.08,6222,2968,35652.06,17006.64
Green,Erasers,Eastern,2,5.73,2.08,268,210,1535.64,1203.3
Green,Erasers,Eastern,3,5.73,2.08,5087,1491,29148.51,8543.43
Green,Erasers,Eastern,4,5.73,2.08,2936,592,16823.28,3392.16
Green,Erasers,Eastern,5,5.73,2.08,9981,869,57191.13,4979.37
Green,Erasers,Eastern,6,5.73,2.08,1079,479,6182.67,2744.67
Green,Erasers,Eastern,7,5.73,2.08,1849,978,10594.77,5603.94
Green,Erasers,Eastern,8,5.73,2.08,9331,5331,53466.63,30546.63
Green,Erasers,Eastern,9,5.73,2.08,1142,673,6543.66,3856.29
Green,Erasers,Eastern,10,5.73,2.08,9058,5380,51902.34,30827.4
Green,Erasers,Eastern,11,5.73,2.08,2650,1853,15184.5,10617.69
Green,Erasers,Eastern,12,5.73,2.08,4644,2686,26610.12,15390.78
Red,Calendars,Eastern,1,9.35,5.32,4386,294,41009.1,2748.9
Red,Calendars,Eastern,2,9.35,5.32,9148,8998,85533.8,84131.3
Red,Calendars,Eastern,3,9.35,5.32,8039,3712,75164.65,34707.2
Red,Calendars,Eastern,4,9.35,5.32,9410,5016,87983.5,46899.6
Red,Calendars,Eastern,5,9.35,5.32,5970,514,55819.5,4805.9
Red,Calendars,Eastern,6,9.35,5.32,7090,249,66291.5,2328.15
Red,Calendars,Eastern,7,9.35,5.32,5745,3064,53715.75,28648.4
Red,Calendars,Eastern,8,9.35,5.32,7927,1030,74117.45,9630.5
Red,Calendars,Eastern,9,9.35,5.32,4607,2947,43075.45,27554.45
Red,Calendars,Eastern,10,9.35,5.32,1593,379,14894.55,3543.65
Red,Calendars,Eastern,11,9.35,5.32,7796,378,72892.6,3534.3
Red,Calendars,Eastern,12,9.35,5.32,8190,7958,76576.5,74407.3
Blue,Calendars,Eastern,1,8.86,8.28,2475,609,21928.5,5395.74
Blue,Calendars,Eastern,2,8.86,8.28,7559,3009,66972.74,26659.74
Blue,Calendars,Eastern,3,8.86,8.28,2124,901,18818.64,7982.86
Blue,Calendars,Eastern,4,8.86,8.28,9873,9561,87474.78,84710.46
Blue,Calendars,Eastern,5,8.86,8.28,7078,3585,62711.08,31763.1
Blue,Calendars,Eastern,6,8.86,8.28,1335,57,11828.1,505.02
Blue,Calendars,Eastern,7,8.86,8.28,2369,566,20989.34,5014.76
Blue,Calendars,Eastern,8,8.86,8.28,2275,2135,20156.5,18916.1
Blue,Calendars,Eastern,9,8.86,8.28,942,211,8346.12,1869.46
Blue,Calendars,Eastern,10,8.86,8.28,2242,1931,19864.12,17108.66
Blue,Calendars,Eastern,11,8.86,8.28,7623,3002,67539.78,26597.72
Blue,Calendars,Eastern,12,8.86,8.28,8203,4228,72678.58,37460.08
Yellow,Calendars,Eastern,1,5.79,1.47,406,191,2350.74,1105.89
Yellow,Calendars,Eastern,2,5.79,1.47,7025,1206,40674.75,6982.74
Yellow,Calendars,Eastern,3,5.79,1.47,8490,5748,49157.1,33280.92
Yellow,Calendars,Eastern,4,5.79,1.47,6439,1388,37281.81,8036.52
Yellow,Calendars,Eastern,5,5.79,1.47,4411,3389,25539.69,19622.31
Yellow,Calendars,Eastern,6,5.79,1.47,9658,1799,55919.82,10416.21
Yellow,Calendars,Eastern,7,5.79,1.47,3840,3312,22233.6,19176.48
Yellow,Calendars,Eastern,8,5.79,1.47,8175,5736,47333.25,33211.44
Yellow,Calendars,Eastern,9,5.79,1.47,5361,376,31040.19,2177.04
Yellow,Calendars,Eastern,10,5.79,1.47,6197,5732,35880.63,33188.28
Yellow,Calendars,Eastern,11,5.79,1.47,1596,946,9240.84,5477.34
Yellow,Calendars,Eastern,12,5.79,1.47,171,22,990.09,127.38
Green,Calendars,Eastern,1,8.38,4.34,5170,2775,43324.6,23254.5
Green,Calendars,Eastern,2,8.38,4.34,6263,2112,52483.94,17698.56
Green,Calendars,Eastern,3,8.38,4.34,5145,508,43115.1,4257.04
Green,Calendars,Eastern,4,8.38,4.34,373,59,3125.74,494.42
Green,Calendars,Eastern,5,8.38,4.34,1455,296,12192.9,2480.48
Green,Calendars,Eastern,6,8.38,4.34,3770,2323,31592.6,19466.74
Green,Calendars,Eastern,7,8.38,4.34,6330,5247,53045.4,43969.86
Green,Calendars,Eastern,8,8.38,4.34,5738,4496,48084.44,37676.48
Green,Calendars,Eastern,9,8.38,4.34,6376,2985,53430.88,25014.3
Green,Calendars,Eastern,10,8.38,4.34,8952,5315,75017.76,44539.7
Green,Calendars,Eastern,11,8.38,4.34,8079,386,67702.02,3234.68
Green,Calendars,Eastern,12,8.38,4.34,414,163,3469.32,1365.94
Red,Binder Rings,Eastern,1,9.58,7.67,7132,3780,68324.56,36212.4
Red,Binder Rings,Eastern,2,9.58,7.67,987,316,9455.46,3027.28
Red,Binder Rings,Eastern,3,9.58,7.67,8102,8049,77617.16,77109.42
Red,Binder Rings,Eastern,4,9.58,7.67,5036,4186,48244.88,40101.88
Red,Binder Rings,Eastern,5,9.58,7.67,1267,1201,12137.86,11505.58
Red,Binder Rings,Eastern,6,9.58,7.67,8978,2113,86009.24,20242.54
Red,Binder Rings,Eastern,7,9.58,7.67,3333,1338,31930.14,12818.04
Red,Binder Rings,Eastern,8,9.58,7.67,2619,2114,25090.02,20252.12
Red,Binder Rings,Eastern,9,9.58,7.67,6009,3444,57566.22,32993.52
Red,Binder Rings,Eastern,10,9.58,7.67,9394,4015,89994.52,38463.7
Red,Binder Rings,Eastern,11,9.58,7.67,4944,3333,47363.52,31930.14
Red,Binder Rings,Eastern,12,9.58,7.67,9495,3945,90962.1,37793.1
Blue,Binder Rings,Eastern,1,8.03,2.7,6146,1963,49352.38,15762.89
Blue,Binder Rings,Eastern,2,8.03,2.7,918,614,7371.54,4930.42
Blue,Binder Rings,Eastern,3,8.03,2.7,333,112,2673.99,899.36
Blue,Binder Rings,Eastern,4,8.03,2.7,1691,171,13578.73,1373.13
Blue,Binder Rings,Eastern,5,8.03,2.7,3964,3961,31830.92,31806.83
Blue,Binder Rings,Eastern,6,8.03,2.7,2248,1213,18051.44,9740.39
Blue,Binder Rings,Eastern,7,8.03,2.7,1823,144,14638.69,1156.32
Blue,Binder Rings,Eastern,8,8.03,2.7,1982,999,15915.46,8021.97
Blue,Binder Rings,Eastern,9,8.03,2.7,8340,3332,66970.2,26755.96
Blue,Binder Rings,Eastern,10,8.03,2.7,6234,914,50059.02,7339.42
Blue,Binder Rings,Eastern,11,8.03,2.7,472,311,3790.16,2497.33
Blue,Binder Rings,Eastern,12,8.03,2.7,6453,5213,51817.59,41860.39
Yellow,Binder Rings,Eastern,1,7.25,5.58,7070,6756,51257.5,48981.0
Yellow,Binder Rings,Eastern,2,7.25,5.58,804,693,5829.0,5024.25
Yellow,Binder Rings,Eastern,3,7.25,5.58,4368,2899,31668.0,21017.75
Yellow,Binder Rings,Eastern,4,7.25,5.58,4131,299,29949.75,2167.75
Yellow,Binder Rings,Eastern,5,7.25,5.58,9906,8041,71818.5,58297.25
Yellow,Binder Rings,Eastern,6,7.25,5.58,2635,143,19103.75,1036.75
Yellow,Binder Rings,Eastern,7,7.25,5.58,5954,3273,43166.5,23729.25
Yellow,Binder Rings,Eastern,8,7.25,5.58,7157,4310,51888.25,31247.5
Yellow,Binder Rings,Eastern,9,7.25,5.58,955,748,6923.75,5423.0
Yellow,Binder Rings,Eastern,10,7.25,5.58,8630,4941,62567.5,35822.25
Yellow,Binder Rings,Eastern,11,7.25,5.58,6388,2935,46313.0,21278.75
Yellow,Binder Rings,Eastern,12,7.25,5.58,649,7,4705.25,50.75
Green,Binder Rings,Eastern,1,6.01,3.49,8081,4996,48566.81,30025.96
Green,Binder Rings,Eastern,2,6.01,3.49,8178,5091,49149.78,30596.91
Green,Binder Rings,Eastern,3,6.01,3.49,6751,2211,40573.51,13288.11
Green,Binder Rings,Eastern,4,6.01,3.49,4047,2622,24322.47,15758.22
Green,Binder Rings,Eastern,5,6.01,3.49,3058,2317,18378.58,13925.17
Green,Binder Rings,Eastern,6,6.01,3.49,9270,2578,55712.7,15493.78
Green,Binder Rings,Eastern,7,6.01,3.49,5292,1444,31804.92,8678.44
Green,Binder Rings,Eastern,8,6.01,3.49,842,512,5060.42,3077.12
Green,Binder Rings,Eastern,9,6.01,3.49,4645,4260,27916.45,25602.6
Green,Binder Rings,Eastern,10,6.01,3.49,8299,6860,49876.99,41228.6
Green,Binder Rings,Eastern,11,6.01,3.49,4119,3347,24755.19,20115.47
Green,Binder Rings,Eastern,12,6.01,3.49,1297,430,7794.97,2584.3
Red,Pens,Eastern,1,8.25,3.95,4622,3185,38131.5,26276.25
Red,Pens,Eastern,2,8.25,3.95,8431,6125,69555.75,50531.25
Red,Pens,Eastern,3,8.25,3.95,8083,7160,66684.75,59070.0
Red,Pens,Eastern,4,8.25,3.95,1840,1422,15180.0,11731.5
Red,Pens,Eastern,5,8.25,3.95,4779,2041,39426.75,16838.25
Red,Pens,Eastern,6,8.25,3.95,5889,3419,48584.25,28206.75
Red,Pens,Eastern,7,8.25,3.95,8781,63,72443.25,519.75
Red,Pens,Eastern,8,8.25,3.95,676,192,5577.0,1584.0
Red,Pens,Eastern,9,8.25,3.95,5378,983,44368.5,8109.75
Red,Pens,Eastern,10,8.25,3.95,8708,8350,71841.0,68887.5
Red,Pens,Eastern,11,8.25,3.95,1144,1046,9438.0,8629.5
Red,Pens,Eastern,12,8.25,3.95,7420,6118,61215.0,50473.5
Blue,Pens,Eastern,1,7.98,6.17,4317,3912,34449.66,31217.76
Blue,Pens,Eastern,2,7.98,6.17,4815,687,38423.7,5482.26
Blue,Pens,Eastern,3,7.98,6.17,1954,1285,15592.92,10254.3
Blue,Pens,Eastern,4,7.98,6.17,210,5,1675.8,39.9
Blue,Pens,Eastern,5,7.98,6.17,9592,4271,76544.16,34082.58
Blue,Pens,Eastern,6,7.98,6.17,1971,867,15728.58,6918.66
Blue,Pens,Eastern,7,7.98,6.17,2690,1009,21466.2,8051.82
Blue,Pens,Eastern,8,7.98,6.17,7490,813,59770.2,6487.74
Blue,Pens,Eastern,9,7.98,6.17,240,106,1915.2,845.88
Blue,Pens,Eastern,10,7.98,6.17,887,443,7078.26,3535.14
Blue,Pens,Eastern,11,7.98,6.17,5666,4951,45214.68,39508.98
Blue,Pens,Eastern,12,7.98,6.17,4304,3844,34345.92,30675.12
Yellow,Pens,Eastern,1,9.35,1.92,4251,3902,39746.85,36483.7
Yellow,Pens,Eastern,2,9.35,1.92,4532,2646,42374.2,24740.1
Yellow,Pens,Eastern,3,9.35,1.92,5755,5042,53809.25,47142.7
Yellow,Pens,Eastern,4,9.35,1.92,8972,982,83888.2,9181.7
Yellow,Pens,Eastern,5,9.35,1.92,8745,5190,81765.75,48526.5
Yellow,Pens,Eastern,6,9.35,1.92,9907,5687,92630.45,53173.45
Yellow,Pens,Eastern,7,9.35,1.92,2183,345,20411.05,3225.75
